uniq_id,product_name,category,price,discounted_price,brand,rating,label,discount_percentage
alibaba_2254,"Redmi 9C Display 6.53"" Tripple Camera 13+5+2 Front Camera 5 MP RAM 3GB - ROM 64GB - Battery 5000 mAh",Unknown,0.0,0.0,Unknown,4.6,-1,0.0
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,0.0,349.0,Unknown,4,0,0.0
fd56fa0ea91ccd15d4bf06d60dc17196,Agricart Lupin Pixie Mix Seed,"[""Home Improvement >> Lawn & Gardening >> Plants >> Plant Seeds""]",80.0,80.0,Agricart,No rating available,1,0.0
64c777196a007b53829a1bb995420549,Fashiondeal Cotton Embroidered Blouse Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Blouse Material >> Fashiondeal Blouse Material""]",666.0,299.0,Unknown,No rating available,1,0.551051051051051
a6f3d2684d1323b874cdf586f373a6ac,Zet Zone Fashionable Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Zet Zone Bras""]",899.0,379.0,Black,No rating available,1,0.578420467185762
918988926cd9fd0f924635336c7b65ce,Prithish My Wife Has The Best Husband Double Color Ceramic Mug,"[""Kitchen & Dining >> Coffee Mugs >> Prithish Coffee Mugs""]",599.0,225.0,Unknown,No rating available,1,0.6243739565943238
a1f5627893e1b8315287bb102c60481b,Oggo Deo Bellies,"[""Footwear >> Women's Footwear >> Ballerinas >> Oggo Deo Bellies""]",1299.0,1299.0,Oggo Deo,No rating available,1,0.0
83187f121632d684da21b6c591d1989a,Calgari Casual 3/4 Sleeve Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Calgari Tops""]",895.0,582.0,Unknown,No rating available,1,0.34972067039106147
B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,0.0,799.0,Unknown,4.1,0,0.0
f97b6dee514d41876638d93c070f7418,Disney Avenger Superhero Art Plastic Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Disney Geometry & Pencil Boxes""]",399.0,359.0,Unknown,No rating available,1,0.10025062656641603
629568240f57fa71fe37bee707fa6b7a,Jewel Paradise Brass Plated Brass Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",599.0,399.0,Jewel Paradise,No rating available,1,0.333889816360601
alibaba_8667,Rs. 827,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_2171,Realme C15 - 3GB RAM 64GB ROM - Snapdragon 460 - 13MP AI Quad Camera - 6000 mAh Battery - 18W Quick Charge,Unknown,0.0,0.0,Unknown,4.8,-1,0.0
db0dfcfafb11779bc48221dbe63cb92b,"Vinnis Bella Stone, Metal, Alloy Necklace","[""Jewellery >> Necklaces & Chains >> Necklaces""]",550.0,220.0,Vinnis,No rating available,1,0.6
c350fe932ca39316cd0d0f602b98d0a1,kits kart Pouch for Lava Iris X1 Mini,"[""Mobiles & Accessories >> Mobile Accessories >> Mobile Pouches >> kits kart Mobile Pouches >> kits kart Pouch for Lava Iris X1 Mini (Red)""]",908.0,454.0,kits kart,No rating available,1,0.5
87835e0c7621b38adbbcb64b64206f87,Dove Hair Therapy Daily Moisture Conditioner,"[""Beauty and Personal Care >> Hair Care >> Conditioners >> Dove  Conditioners >> Dove Hair Therapy Daily Moisture Conditioner (75...""]",2645.0,1425.0,Dove,No rating available,1,0.4612476370510397
alibaba_1712,"Infinix NOTE 8i - 6GB RAM 128GB ROM - 48+8MP Quad Camera - Helio G80 Processor - 6.78"" HD+ Display - 5200 mAh Battery",Unknown,0.0,0.0,Unknown,4.6,-1,0.0
085f63463705ece6c8c8241959596690,Lumiere Swarovski Studded Chappals Women Flats,"[""Footwear >> Women's Footwear >> Flats""]",2400.0,1900.0,Unknown,No rating available,1,0.20833333333333334
alibaba_7753,Rs. 155,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
0172c1e106198e2df42f05536d43d2fb,HM International Barbie Barbie Art Plastic Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> HM International Geometry & Pencil Boxes""]",129.0,119.0,Unknown,No rating available,1,0.07751937984496124
alibaba_6112,Rs. 299,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_1433,"Infinix ZERO 8i - 8GB RAM 128GB ROM - 48+16MP Ultra Night Camera - Helio G90T Processor - 6.85"" FHD+ Display - 4500 mAh Battery",Unknown,0.0,0.0,Unknown,4.8,-1,0.0
alibaba_127,vivo Y12s - 3GB - 32GB - 5000mAh - Side Mounted Fingerprint,Unknown,0.0,0.0,Unknown,4.8,-1,0.0
db3720664dbcccca87bdc9d165325c73,Foolzy 13 Pieces Pedicure Set With Vanity,"[""Beauty and Personal Care >> Body and Skin Care >> Hand Care >> Manicure and Kits >> Foolzy Manicure and Kits""]",799.0,419.0,Unknown,No rating available,1,0.4755944931163955
alibaba_6988,Rs. 398,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
47ce033654803bbe7b45423aa47f3e28,Myesquire Ceramic Burner Pot Lemongrass Liquid Air Freshener,"[""Home Decor & Festive Needs >> Candles & Fragrances >> Home Fragrances >> Aroma Oils >> Myesquire Aroma Oils""]",349.0,245.0,Myesquire,No rating available,1,0.2979942693409742
619f73e6f3ca3c740beb080ea29efbef,TSG Breeze Casual Short Sleeve Embroidered Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> TSG Breeze Tops""]",899.0,549.0,Unknown,No rating available,1,0.389321468298109
alibaba_3344,Rs. 940,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
95cb9561009bd6707c67f05e6a00c16e,Homedesires Showpiece  -  10.5 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ethnic >> Homedesires Ethnic""]",899.0,340.0,Homedesires,No rating available,1,0.6218020022246941
alibaba_8039,Rs. 569,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
53d7be78e7c93acd4479a636c4eb26c6,Urbaano Bang Women's Full Coverage Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Urbaano Bras""]",1350.0,499.0,Black,No rating available,1,0.6303703703703704
d7250670ac3379bd0840af374d5fa952,"Prithish Pink & Gold Heart, I Love You Ceramic Mug","[""Kitchen & Dining >> Coffee Mugs >> Prithish Coffee Mugs""]",499.0,175.0,Unknown,No rating available,1,0.6492985971943888
99317eee3b4c88d9ac4f99fef329a5be,GAGA Canvas Painting,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Paintings >> GAGA Paintings >> GAGA Canvas Painting (16 inch x 20 inch)""]",39500.0,21780.0,GAGA,No rating available,1,0.4486075949367089
alibaba_9757,Rs. 225,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_6743,Rs. 502,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
B07XJYYH7L,"Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,999.0,333.0,Unknown,3.3,0,0.6666666666666666
alibaba_1265,Redmi Note 10 ( 4GB+128GB ) - 6.43” AMOLED Dot Display - 5000mAh battery - 33W fast charging - 1 Year Official Warranty,Unknown,0.0,0.0,Unknown,4.6,-1,0.0
alibaba_255,"Mi Pocophone  F2 Pro  Display 6.67""  Quad Back Camera 64+5+13+2 MP  Front Camera 20 MP  RAM 8GB  ROM 256 GB  Battery 4700 mAH",Unknown,0.0,0.0,Unknown,4.5,-1,0.0
alibaba_3566,Rs. 620,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_4555,Rs. 502,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
7b4b755b495f457470bd0fcfa87759f9,Indigocart White Metal in antique look Showpiece  -  10.16 cm,"[""Home Decor & Festive Needs >> Showpieces >> Indigocart Showpieces""]",1099.0,494.0,Indigocart,No rating available,1,0.5505004549590536
alibaba_8470,Rs. 149,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
B09Q8WQ5QJ,"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,499.0,249.0,Unknown,4.1,0,0.501002004008016
alibaba_5665,Rs. 329,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_3193,Rs. 299,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
2a659730bfc0c27f6ac668f7a2141338,nayasa whip 1200 ml Bottle,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Water bottle >> nayasa Water bottle >> nayasa whip 1200 ml Bottle (Pack of 1, yellow)""]",499.0,349.0,nayasa,No rating available,1,0.30060120240480964
446e02216e38e72eab187b7771ed03b3,Jewel Touch Twist and Turn Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",910.0,450.0,Jewel Touch,No rating available,1,0.5054945054945055
3eedaac3615b62760dca5ae3d98ed580,Younky Women's Sports Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Younky Bras""]",999.0,199.0,Black,4,1,0.8008008008008008
4ba446c70559a1d30e6d14c2cb90f999,Jewelizer Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",499.0,249.0,Jewelizer,No rating available,1,0.501002004008016
dd391ef151667c59cf697d7acff9cedd,3a Autocare Scorpio Car Mat Mahindra Scorpio,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",3500.0,2250.0,3a Autocare,No rating available,1,0.35714285714285715
6598574e0eeefa169176d3b3edb43697,Hunny Bunny Casual Sleeveless Polka Print Girl's Top,"[""Clothing >> Kids' Clothing >> Girls Wear >> T-Shirts & Tops >> Tops >> Hunny Bunny Tops >> Hunny Bunny Casual Sleeveless Polka Print Girl's...""]",699.0,279.0,Hunny Bunny,No rating available,1,0.6008583690987125
alibaba_7432,Rs. 350,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
B07WGPBXY9,"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,0.0,899.0,Unknown,3.9,0,0.0
ba6a962e1383180be7dbf4f269acaf17,Ploomz Fashion Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",800.0,329.0,Purple,No rating available,1,0.58875
925d2ec2ff2ad6ca8bbb9028dd7a0c8f,Axe Deodorant Combo - 1 with Offer Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Axe Combos""]",540.0,360.0,Unknown,3.8,1,0.3333333333333333
6785754a2e0f4e2a02c528a7c615ee45,Allure Auto CM 573 Car Mat Chevrolet Enjoy,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",2450.0,920.0,Allure Auto,No rating available,1,0.6244897959183674
b5d1e12411322d15247d9928b4e07608,PTC Mart Unimass Cartoon Art Plastic Pencil Box,"[""Pens & Stationery >> College Supplies >> Geometry & Pencil Boxes >> Pencil Boxes >> PTC Mart Pencil Boxes""]",999.0,650.0,Unknown,No rating available,1,0.34934934934934936
624a95a8d4bd8d16e879c1157762c4be,"Park Avenue Elevate ,Cool Blue Deodorant Spray Combo Set","[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Park Avenue Combos""]",330.0,313.0,Unknown,No rating available,1,0.051515151515151514
a898bd6978f9f2c6aa940b9fa3352c27,Archies VJ-552 Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Archies Combos""]",418.0,399.0,Unknown,No rating available,1,0.045454545454545456
alibaba_7372,Rs. 199,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
343ee9ba87fd11181f3f3165bc2952e6,Sonata 7078SL02 Watch,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",825.0,825.0,Unknown,No rating available,1,0.0
51041bc30538a356923175913fe63336,Muquam Stretchable Bandeau Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Muquam Bras""]",699.0,249.0,White,No rating available,1,0.6437768240343348
alibaba_7377,Rs. 279,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
41fdfc6b0ba0df54ba391efa76a4fde4,Fly Universal Mobile Holder Crystal Edition For Car Windshield,"[""Automotive >> Accessories & Spare parts >> Car Electronics & Accessories >> Car Mobile Accessories >> Car Mobile Holders""]",599.0,415.0,Fly,2.4,1,0.3071786310517529
a33f569675e5655484c1985fad398ae2,Voylla Artificial Classic Plain Yellow Gold Plated Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",399.0,269.0,Voylla,No rating available,1,0.3258145363408521
21db6f3f2e4d504290da23a551b18e03,Shoppingtara Kundan Meenakari Marble Mobile Stand With Clock Showpiece  -  8 cm,"[""Home Decor & Festive Needs >> Showpieces >> Shoppingtara Showpieces""]",980.0,449.0,Shoppingtara,No rating available,1,0.5418367346938775
alibaba_5589,Rs. 620,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_7747,Rs. 195,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
7bdc28db2c8e7743592c552d2cfabefd,Dong Yang 880 Pouch Soccer Art Cloth Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Dong Yang Geometry & Pencil Boxes""]",300.0,270.0,Unknown,No rating available,1,0.1
e1847a389aa9120f1610b6b416b1e5b6,FabAlley Casual Sleeveless Solid Women's Top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> FabAlley Tops""]",800.0,800.0,Unknown,No rating available,1,0.0
alibaba_7435,"Rs. 1,950",Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_2754,"Vision 1 Pro - 6.5"" HD - 2GB 32GB - Triple Camera + FREE NECKBAND",Unknown,0.0,0.0,Unknown,4.5,-1,0.0
alibaba_997,"Infinix NOTE 8 - 6GB RAM 128GB ROM - 64+16MP Ultra HD Camera - Helio G80 Processor - 6.95"" HD+ Display - 5200 mAh Battery",Unknown,0.0,0.0,Unknown,4.6,-1,0.0
alibaba_4298,Rs. 299,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_8937,Rs. 450,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
B0B5ZF3NRK,"CEDO 65W OnePlus Dash Warp Charge Cable, USB A to Type C Data Sync Fast Charging Cable Compatible with One Plus 3 /3T /5 /5T /6 /6T /7 /7T /7 pro & for All Type C Devices - 1 Meter, Red",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,349.0,Unknown,4.1,0,0.41736227045075125
alibaba_1330,Tecno Spark 6 6.8 Inch 4 GB RAM 64 GB ROM Dual Sim Fingerprint 1 Year Warranty,Unknown,0.0,0.0,Unknown,4.5,-1,0.0
6ef0a5eb033cd610d455be7102da5685,Vishudh Printed Women's Straight Kurta,"[""Vishudh Printed Women's Straight Kurta""]",999.0,499.0,Vishudh,No rating available,1,0.5005005005005005
alibaba_3965,"Rs. 2,420",Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_3074,POCO X3 (6GB+128GB)  By Xiaomi,Unknown,0.0,0.0,Unknown,4.6,-1,0.0
alibaba_2639,Jazz Digit 4G Elite,Unknown,0.0,0.0,Unknown,4.8,-1,0.0
alibaba_2269,Nokia C1 - 5.45  Display - 1Gb Ram - 16Gb Rom - One Year Replacement Warranty,Unknown,0.0,0.0,Unknown,4.8,-1,0.0
4d20954b638746fa819e2c811d8d4b03,Histeria Loafers,"[""Footwear >> Women's Footwear >> Casual Shoes >> Loafers""]",699.0,499.0,Unknown,No rating available,1,0.2861230329041488
alibaba_7866,Rs. 133,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_3263,"Rs. 1,829",Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_9067,Rs. 995,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
631287050f59bd49f7695997b87f5beb,Glus Perfect Body Women's T-Shirt Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Glus Bras""]",899.0,399.0,Red,No rating available,1,0.5561735261401557
alibaba_6272,"Rs. 2,420",Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_5109,Rs. 599,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
36eefcddc1f697d9062b5f25093d453e,Madaam Halter Women's Push-up Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Madaam Bras""]",527.0,234.0,Purple,No rating available,1,0.5559772296015181
alibaba_9610,"Rs. 1,685",Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
B0747VDH9L,"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,0.0,0.0,Unknown,4.4,0,0.0
alibaba_4153,"Rs. 1,700",Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
cb8fd1a96616d3e42bd2f378a97dac60,Pink Rose Alloy Hand Thong,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Pink Rose Alloy Hand Thong""]",1208.0,549.0,Pink Rose,No rating available,1,0.5455298013245033
alibaba_1069,Nokia new 105 4th edition 2019 (ADVANCE TELECOM WARRANTY),Unknown,0.0,0.0,Unknown,4.5,-1,0.0
3d690cdd030b57e5350dbb6d8914a5ae,Port Sport-Shiled Training & Gym Shoes,"[""Footwear >> Kids' & Infant Footwear >> For Girls >> Sports Shoes >> Port Sport-Shiled Training & Gym Shoes""]",1699.0,559.0,Port,No rating available,1,0.6709829311359623
55a0c052a85ba5391c7b390ffcfbb69d,Modx Steering Cover For Hyundai Xcent,"[""Automotive >> Car Accessories >> Car Interior >> Steering Covers""]",549.0,477.0,Modx,No rating available,1,0.13114754098360656
alibaba_7906,Rs. 240,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_7782,Rs. 165,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_3246,Rs. 599,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
0c11b1676d0de6a3d79fb0fcc21773d4,Gia Plastic Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",499.0,249.0,Gia,No rating available,1,0.501002004008016
35023de77e5e9fa464e80178173b6864,Sareeshop Silk Checkered Blouse Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Blouse Material >> Sareeshop Blouse Material""]",999.0,309.0,Unknown,No rating available,1,0.6906906906906907
fe1bd3e2be8112198506daecbac7dc5c,Adidas Get Ready and Natural Vitality Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Adidas Combos""]",400.0,320.0,Unknown,4,1,0.2
alibaba_3549,Rs. 502,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
1c321f59db569d2d8e5cc206c873ecce,"ShowTime Women's Full Coverage, T-Shirt Bra","[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> ShowTime Bras""]",599.0,220.0,Black,No rating available,1,0.6327212020033389
alibaba_2423,"Infinix SMART 5 - 3GB RAM 64GB ROM - 13MP Ai Triple Camera - 6.6"" HD+ Display - 5000 mAh Battery",Unknown,0.0,0.0,Unknown,5.0,-1,0.0
2b25d1fea5e490d2a573c9ebbd835182,Miss Claire Excel Twist Vitamin B2 Waterproof Lipstick-33 2.5 g,"[""Beauty and Personal Care >> Makeup >> Lips >> Lipsticks >> Miss Claire Lipsticks""]",425.0,75.0,Unknown,No rating available,1,0.8235294117647058
de89f112280ef794cb3135cd27ac7b57,Baaamboos Men's Solid Formal Shirt,"[""Clothing >> Men's Clothing >> Shirts >> Formal Shirts >> Baaamboos Formal Shirts""]",695.0,695.0,Regular,No rating available,1,0.0
alibaba_3988,Rs. 599,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_269,Nokia new 105 4th edition 2019 (ADVANCE TELECOM WARRANTY),Unknown,0.0,0.0,Unknown,4.9,-1,0.0
alibaba_701,Jazz Digit 4G Elite,Unknown,0.0,0.0,Unknown,4.6,-1,0.0
99023c40661858cd162445005a418daf,Zephyrr Alloy Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",1100.0,449.0,Zephyrr,No rating available,1,0.5918181818181818
alibaba_2896,Xiaomi Redmi 9C 6.53 Inch 3 GB RAM 64 GB ROM Dual Sim Fingerprint 1 Year Warranty,Unknown,0.0,0.0,Unknown,5.0,-1,0.0
dc77891b67fc3371204a122ac719009b,Ploomz Fashion Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Ploomz Bras""]",900.0,349.0,White,No rating available,1,0.6122222222222222
5c7b493625b5fc6689cae49d25e1ae17,Aero Care Blue 4 Lady Combo Set,"[""Beauty and Personal Care >> Fragrances >> Deodorants >> Combos >> Aero Care Combos""]",180.0,165.0,Unknown,No rating available,1,0.08333333333333333
5f75bb2da88c0ce49c6ac351e8332bae,Rega IT Hp Compaq 464059-001 464059-121 8 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Rega IT Batteries""]",2199.0,1499.0,Rega IT,No rating available,1,0.31832651205093226
674c2d85c32810e01795ad599b10936d,Allure Auto CM 572 Car Mat Chevrolet Cruze,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",2450.0,920.0,Allure Auto,No rating available,1,0.6244897959183674
alibaba_4146,Rs. 599,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_4342,Rs. 299,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_8087,Rs. 195,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
alibaba_1215,Nokia new 105 4th edition 2019 (ADVANCE TELECOM WARRANTY),Unknown,0.0,0.0,Unknown,4.7,-1,0.0
alibaba_1688,Infinix Smart 5 3/64,Unknown,0.0,0.0,Unknown,4.8,-1,0.0
alibaba_1,"Samsung M51 - 6.7"" sAMOLED  Plus Display - 64MP Quad Camera - 8GB RAM 128GB ROM - 7000 mAh Battery",Unknown,0.0,0.0,Unknown,4.6,-1,0.0
a9c41930a74333236ca603a05024dbde,JBC Collection Cotton Printed Single Bedsheet,"[""Home Furnishing >> Bed Linen >> Bedsheets >> JBC Collection Bedsheets >> JBC Collection Cotton Printed Single Bedsheet (1...""]",799.0,260.0,JBC Collection,No rating available,1,0.6745932415519399
b8b092b1cc63f85b986c8fb9664e44f2,Imagine Products Stylish Fashionista Jewel Metal Necklace,"[""Jewellery >> Necklaces & Chains >> Necklaces""]",663.0,205.0,Imagine Products,No rating available,1,0.6907993966817496
1312cd5df32d43f82776120e6eb845d6,Allure Auto CM 409 Car Mat Tata Zest,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Mats""]",2800.0,920.0,Allure Auto,No rating available,1,0.6714285714285714
9be9e2fe722406004329f65a99a03a00,Grafion by Grafion - Comfort Feel Women's Tube Bra,"[""Clothing >> Women's Clothing >> Lingerie, Sleep & Swimwear >> Bras >> Grafion Bras""]",1499.0,399.0,Black,No rating available,1,0.733822548365577
15848e0fa49ab6eabda6d965aedb4f6c,Remson India Boots,"[""Footwear >> Women's Footwear >> Casual Shoes >> Boots""]",3999.0,1999.0,Unknown,No rating available,1,0.5001250312578145
9ad5f13d75baa4e85c952f1be5a1d3f4,Indian House Silk Solid Blouse Material,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Blouse Material >> Indian House Blouse Material""]",666.0,299.0,Unknown,No rating available,1,0.551051051051051
alibaba_6633,Rs. 549,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
dad7943c3791dfb2d669942e61dfc25d,Ona'S Rajasthani Puppet Showpiece  -  56 cm,"[""Home Decor & Festive Needs >> Showpieces >> Ona'S Showpieces""]",1500.0,799.0,Ona'S,No rating available,1,0.4673333333333333
alibaba_8763,Rs. 240,Unknown,0.0,0.0,Unknown,Unknown,-1,0.0
99fe4e18459d8ea765134e5291e8711e,Vardhman Heart Girl Art Cloth Pencil Box,"[""Toys & School Supplies >> School Supplies >> Geometry & Pencil Boxes >> Vardhman Geometry & Pencil Boxes""]",350.0,300.0,Unknown,No rating available,1,0.14285714285714285
